race_cat,educ_cat,death_cat,date,date_start,model,standard_error,segment,mpc,mpc_lower,mpc_upper,mpc_pval,modeled_n_deaths
Hispanic,All levels,Drug poisoning,2020-08-31,2020-08-01,1.74121,0.10558000000000001,2,-10.601,-20.408,0.413,0.05837,271.9797356997
Hispanic,All levels,Drug poisoning,2020-09-30,2020-09-01,1.55662,0.09936999999999999,NA,NA,NA,NA,NA,243.1935133836
Hispanic,All levels,Drug poisoning,2020-10-31,2020-10-01,1.3916,0.09599,NA,NA,NA,NA,NA,217.4555908
Hispanic,All levels,Drug poisoning,2020-11-30,2020-11-01,1.24407,0.08819,NA,NA,NA,NA,NA,194.4396937647
Hispanic,All levels,Heroin,2016-01-31,2016-01-03,0.07607000000000001,0.01312,0,1.533,1.115,1.953,0,11.593849999600002
Hispanic,All levels,Heroin,2016-02-29,2016-02-01,0.07724000000000002,0.020739999999999998,NA,NA,NA,NA,NA,11.778044901600003
Hispanic,All levels,Heroin,2016-03-31,2016-03-01,0.07843000000000001,0.027809999999999998,NA,NA,NA,NA,NA,11.965880005200003
Hispanic,All levels,Heroin,2016-04-30,2016-04-01,0.07963,0.02072,NA,NA,NA,NA,NA,12.155225665300001
Hispanic,All levels,Heroin,2016-05-31,2016-05-01,0.08084999999999999,0.02172,NA,NA,NA,NA,NA,12.348027268499997
Hispanic,All levels,Heroin,2016-06-30,2016-06-01,0.08209000000000001,0.02449,NA,NA,NA,NA,NA,12.5438683461
Hispanic,All levels,Heroin,2016-07-31,2016-07-01,0.08335,0.02357,NA,NA,NA,NA,NA,12.749852793999999
Hispanic,All levels,Heroin,2016-08-31,2016-08-01,0.08463000000000001,0.018470000000000004,NA,NA,NA,NA,NA,12.959760886800002
Hispanic,All levels,Heroin,2016-09-30,2016-09-01,0.08592000000000001,0.01726,NA,NA,NA,NA,NA,13.171167403200002
Hispanic,All levels,Heroin,2016-10-31,2016-10-01,0.08724000000000001,0.01955,NA,NA,NA,NA,NA,13.388062393200002
Hispanic,All levels,Heroin,2016-11-30,2016-11-01,0.08857999999999999,0.02347,NA,NA,NA,NA,NA,13.6079944324
Hispanic,All levels,Heroin,2016-12-31,2016-12-01,0.08993999999999999,0.02433,NA,NA,NA,NA,NA,13.831917569999998
Hispanic,All levels,Heroin,2017-01-31,2017-01-01,0.09130999999999999,0.024300000000000002,NA,NA,NA,NA,NA,14.057834671299998
Hispanic,All levels,Heroin,2017-02-28,2017-02-01,0.09271,0.02152,NA,NA,NA,NA,NA,14.2873359922
Hispanic,All levels,Heroin,2017-03-31,2017-03-01,0.09414,0.023370000000000002,NA,NA,NA,NA,NA,14.5234051956
Hispanic,All levels,Heroin,2017-04-30,2017-04-01,0.09558,0.024229999999999998,NA,NA,NA,NA,NA,14.7609823662
Hispanic,All levels,Heroin,2017-05-31,2017-05-01,0.09704,0.026670000000000003,NA,NA,NA,NA,NA,15.002637274400001
Hispanic,All levels,Heroin,2017-06-30,2017-06-01,0.09853,0.02503,NA,NA,NA,NA,NA,15.248892978800002
Hispanic,All levels,Heroin,2017-07-31,2017-07-01,0.10004,0.02816,NA,NA,NA,NA,NA,15.487872672
Hispanic,All levels,Heroin,2017-08-31,2017-08-01,0.10158,0.03097,NA,NA,NA,NA,NA,15.731835796200002
Hispanic,All levels,Heroin,2017-09-30,2017-09-01,0.10313000000000001,0.02887,NA,NA,NA,NA,NA,15.977335839900002
Hispanic,All levels,Heroin,2017-10-31,2017-10-01,0.10472000000000002,0.0204,NA,NA,NA,NA,NA,16.2293820304
Hispanic,All levels,Heroin,2017-11-30,2017-11-01,0.10632000000000001,0.02413,NA,NA,NA,NA,NA,16.4829660912
Hispanic,All levels,Heroin,2017-12-31,2017-12-01,0.10795,0.028839999999999998,NA,NA,NA,NA,NA,16.741561767
Hispanic,All levels,Heroin,2018-01-31,2018-01-01,0.10961,0.03091,NA,NA,NA,NA,NA,17.0049885685
Hispanic,All levels,Heroin,2018-02-28,2018-02-01,0.11129000000000001,0.024960000000000003,NA,NA,NA,NA,NA,17.271114019300004
Hispanic,All levels,Heroin,2018-03-31,2018-03-01,0.11299000000000001,0.02231,NA,NA,NA,NA,NA,17.5411054324
Hispanic,All levels,Heroin,2018-04-30,2018-04-01,0.11473000000000001,0.02576,NA,NA,NA,NA,NA,17.817293648000003
Hispanic,All levels,Heroin,2018-05-31,2018-05-01,0.11648,0.02493,NA,NA,NA,NA,NA,18.0954230912
Hispanic,All levels,Heroin,2018-06-30,2018-06-01,0.11827,0.028050000000000002,NA,NA,NA,NA,NA,18.379752898099998
Hispanic,All levels,Heroin,2018-07-31,2018-07-01,0.12008,0.03152,NA,NA,NA,NA,NA,18.6646636192
Hispanic,All levels,Heroin,2018-08-31,2018-08-01,0.12193000000000001,0.026520000000000002,NA,NA,NA,NA,NA,18.9560242485
Hispanic,All levels,Heroin,2018-09-30,2018-09-01,0.12379000000000003,0.02572,NA,NA,NA,NA,NA,19.248931541400005
Hispanic,All levels,Heroin,2018-10-31,2018-10-01,0.12569,0.02572,NA,NA,NA,NA,NA,19.5482979803
Hispanic,All levels,Heroin,2018-11-30,2018-11-01,0.12761999999999998,0.02875,NA,NA,NA,NA,NA,19.852322169599997
Hispanic,All levels,Heroin,2018-12-31,2018-12-01,0.12958,0.026500000000000003,NA,NA,NA,NA,NA,20.1612601982
Hispanic,All levels,Heroin,2019-01-31,2019-01-01,0.13156,0.030139999999999997,NA,NA,NA,NA,NA,20.473434295600004
Hispanic,All levels,Heroin,2019-02-28,2019-02-01,0.13358,0.029439999999999997,NA,NA,NA,NA,NA,20.791553346
Hispanic,All levels,Heroin,2019-03-31,2019-03-01,0.13563,0.03212,NA,NA,NA,NA,NA,21.1148661933
Hispanic,All levels,Heroin,2019-04-30,2019-04-01,0.13771000000000003,0.026480000000000004,NA,NA,NA,NA,NA,21.442840625200006
Hispanic,All levels,Heroin,2019-05-31,2019-05-01,0.13982,0.037989999999999996,NA,NA,NA,NA,NA,21.7757527606
Hispanic,All levels,Heroin,2019-06-30,2019-06-01,0.14196000000000003,0.03397,NA,NA,NA,NA,NA,22.113327818400005
Hispanic,All levels,Heroin,2019-07-31,2019-07-01,0.14414000000000002,0.0287,NA,NA,NA,NA,NA,22.457264245
Hispanic,All levels,Heroin,2019-08-31,2019-08-01,0.14635,0.03573,NA,NA,NA,NA,NA,22.8061551595
Hispanic,All levels,Heroin,2019-09-30,2019-09-01,0.14859000000000003,0.027970000000000002,NA,NA,NA,NA,NA,23.159709916200004
Hispanic,All levels,Heroin,2019-10-31,2019-10-01,0.15087,0.024839999999999997,NA,NA,NA,NA,NA,23.519788128000002
Hispanic,All levels,Heroin,2019-11-30,2019-11-01,0.15318,0.03207,NA,NA,NA,NA,NA,23.8845332916
Hispanic,All levels,Heroin,2019-12-31,2019-12-01,0.15553000000000003,0.025650000000000003,NA,NA,NA,NA,NA,24.255811795200007
Hispanic,All levels,Heroin,2020-01-31,2020-01-01,0.15792000000000003,0.033310000000000006,NA,NA,NA,NA,NA,24.633476515200005
Hispanic,All levels,Heroin,2020-02-29,2020-02-01,0.16034,0.02794,NA,NA,NA,NA,NA,25.0156471284
Hispanic,All levels,Heroin,2020-03-31,2020-03-01,0.1628,0.038979999999999994,NA,NA,NA,NA,NA,25.404529743999998
Hispanic,All levels,Heroin,2020-04-30,2020-04-01,0.16529000000000002,0.032670000000000005,NA,NA,NA,NA,NA,25.798081380100005
Hispanic,All levels,Heroin,2020-05-31,2020-05-01,0.16783,0.0345,NA,NA,NA,NA,NA,26.199758365300003
Hispanic,All levels,Heroin,2020-06-30,2020-06-01,0.17040000000000002,0.030039999999999997,NA,NA,NA,NA,NA,26.606107752000007
Hispanic,All levels,Heroin,2020-07-31,2020-07-01,0.17301000000000002,0.03388,NA,NA,NA,NA,NA,27.019032253500004
Hispanic,All levels,Heroin,2020-08-31,2020-08-01,0.17567,0.03388,NA,NA,NA,NA,NA,27.439929801899996
Hispanic,All levels,Heroin,2020-09-30,2020-09-01,0.17836000000000002,0.03136,NA,NA,NA,NA,NA,27.865500280800003
Hispanic,All levels,Heroin,2020-10-31,2020-10-01,0.18109,0.0256,NA,NA,NA,NA,NA,28.29766667
Hispanic,All levels,Heroin,2020-11-30,2020-11-01,0.18386999999999998,0.03068,NA,NA,NA,NA,NA,28.737632522699997
Hispanic,All levels,Intentional drug poisoning,2016-01-31,2016-01-03,0.04057,0.006560000000000001,0,0.046,-0.602,0.697,0.88803,6.1832850596
Hispanic,All levels,Intentional drug poisoning,2016-02-29,2016-02-01,0.04059,0.01312,NA,NA,NA,NA,NA,6.1894205406000005
Hispanic,All levels,Intentional drug poisoning,2016-03-31,2016-03-01,0.040600000000000004,0.01734,NA,NA,NA,NA,NA,6.194246184000001
Hispanic,All levels,Intentional drug poisoning,2016-04-30,2016-04-01,0.04062,0.01733,NA,NA,NA,NA,NA,6.2004931122
Hispanic,All levels,Intentional drug poisoning,2016-05-31,2016-05-01,0.04064,0.01134,NA,NA,NA,NA,NA,6.206850070400001
Hispanic,All levels,Intentional drug poisoning,2016-06-30,2016-06-01,0.04066,0.01133,NA,NA,NA,NA,NA,6.2131037514
Hispanic,All levels,Intentional drug poisoning,2016-07-31,2016-07-01,0.04068,0.018490000000000003,NA,NA,NA,NA,NA,6.222723595200001
Hispanic,All levels,Intentional drug poisoning,2016-08-31,2016-08-01,0.0407,0.011309999999999999,NA,NA,NA,NA,NA,6.232568452
Hispanic,All levels,Intentional drug poisoning,2016-09-30,2016-09-01,0.04072,0.01957,NA,NA,NA,NA,NA,6.2422013112
Hispanic,All levels,Intentional drug poisoning,2016-10-31,2016-10-01,0.04073,0.014570000000000001,NA,NA,NA,NA,NA,6.2505247739
Hispanic,All levels,Intentional drug poisoning,2016-11-30,2016-11-01,0.04075,0.02159,NA,NA,NA,NA,NA,6.2601690350000005
Hispanic,All levels,Intentional drug poisoning,2016-12-31,2016-12-01,0.04077,0.01593,NA,NA,NA,NA,NA,6.270038685
Hispanic,All levels,Intentional drug poisoning,2017-01-31,2017-01-01,0.04079,0.02054,NA,NA,NA,NA,NA,6.2799154117
Hispanic,All levels,Intentional drug poisoning,2017-02-28,2017-02-01,0.040810000000000006,0.009179999999999999,NA,NA,NA,NA,NA,6.289140134200001
Hispanic,All levels,Intentional drug poisoning,2017-03-31,2017-03-01,0.040830000000000005,0.017150000000000002,NA,NA,NA,NA,NA,6.299029468200001
Hispanic,All levels,Intentional drug poisoning,2017-04-30,2017-04-01,0.040850000000000004,0.011219999999999999,NA,NA,NA,NA,NA,6.308706106500001
Hispanic,All levels,Intentional drug poisoning,2017-05-31,2017-05-01,0.040870000000000004,0.015839999999999996,NA,NA,NA,NA,NA,6.318608670700001
Hispanic,All levels,Intentional drug poisoning,2017-06-30,2017-06-01,0.04088,0.01445,NA,NA,NA,NA,NA,6.3267506848
Hispanic,All levels,Intentional drug poisoning,2017-07-31,2017-07-01,0.0409,0.015819999999999997,NA,NA,NA,NA,NA,6.332007119999999
Hispanic,All levels,Intentional drug poisoning,2017-08-31,2017-08-01,0.04092,0.019370000000000002,NA,NA,NA,NA,NA,6.3373372788
Hispanic,All levels,Intentional drug poisoning,2017-09-30,2017-09-01,0.04094,0.01291,NA,NA,NA,NA,NA,6.3425979761999995
Hispanic,All levels,Intentional drug poisoning,2017-10-31,2017-10-01,0.040959999999999996,0.0204,NA,NA,NA,NA,NA,6.3479324672
Hispanic,All levels,Intentional drug poisoning,2017-11-30,2017-11-01,0.040979999999999996,0.01117,NA,NA,NA,NA,NA,6.3531974267999995
Hispanic,All levels,Intentional drug poisoning,2017-12-31,2017-12-01,0.041,0.01117,NA,NA,NA,NA,NA,6.3585366599999995
Hispanic,All levels,Intentional drug poisoning,2018-01-31,2018-01-01,0.04102,0.01289,NA,NA,NA,NA,NA,6.363877667
Hispanic,All levels,Intentional drug poisoning,2018-02-28,2018-02-01,0.041030000000000004,0.01441,NA,NA,NA,NA,NA,6.3674526751
Hispanic,All levels,Intentional drug poisoning,2018-03-31,2018-03-01,0.04105,0.011159999999999998,NA,NA,NA,NA,NA,6.372797398
Hispanic,All levels,Intentional drug poisoning,2018-04-30,2018-04-01,0.04107,0.01704,NA,NA,NA,NA,NA,6.378072432000001
Hispanic,All levels,Intentional drug poisoning,2018-05-31,2018-05-01,0.04109,0.01439,NA,NA,NA,NA,NA,6.3834214871
Hispanic,All levels,Intentional drug poisoning,2018-06-30,2018-06-01,0.04111000000000001,0.020350000000000004,NA,NA,NA,NA,NA,6.388700783300001
Hispanic,All levels,Intentional drug poisoning,2018-07-31,2018-07-01,0.04113000000000001,0.0182,NA,NA,NA,NA,NA,6.393051421200002
Hispanic,All levels,Intentional drug poisoning,2018-08-31,2018-08-01,0.041150000000000006,0.01576,NA,NA,NA,NA,NA,6.397444417500001
Hispanic,All levels,Intentional drug poisoning,2018-09-30,2018-09-01,0.041170000000000005,0.01701,NA,NA,NA,NA,NA,6.401797492200001
Hispanic,All levels,Intentional drug poisoning,2018-10-31,2018-10-01,0.041190000000000004,0.01438,NA,NA,NA,NA,NA,6.406192965300001
Hispanic,All levels,Intentional drug poisoning,2018-11-30,2018-11-01,0.0412,0.01701,NA,NA,NA,NA,NA,6.408992896
Hispanic,All levels,Intentional drug poisoning,2018-12-31,2018-12-01,0.04122,0.00643,NA,NA,NA,NA,NA,6.4133905338
Hispanic,All levels,Intentional drug poisoning,2019-01-31,2019-01-01,0.04124,0.01285,NA,NA,NA,NA,NA,6.4177898324000004
Hispanic,All levels,Intentional drug poisoning,2019-02-28,2019-02-01,0.04126,0.015739999999999997,NA,NA,NA,NA,NA,6.422065362
Hispanic,All levels,Intentional drug poisoning,2019-03-31,2019-03-01,0.04128,0.015729999999999997,NA,NA,NA,NA,NA,6.4264666848
Hispanic,All levels,Intentional drug poisoning,2019-04-30,2019-04-01,0.0413,0.00908,NA,NA,NA,NA,NA,6.430827956000001
Hispanic,All levels,Intentional drug poisoning,2019-05-31,2019-05-01,0.04132,0.01926,NA,NA,NA,NA,NA,6.4352317556
Hispanic,All levels,Intentional drug poisoning,2019-06-30,2019-06-01,0.04134,0.01435,NA,NA,NA,NA,NA,6.439595463600001
Hispanic,All levels,Intentional drug poisoning,2019-07-31,2019-07-01,0.04136,0.018150000000000003,NA,NA,NA,NA,NA,6.44396038
Hispanic,All levels,Intentional drug poisoning,2019-08-31,2019-08-01,0.041370000000000004,0.01925,NA,NA,NA,NA,NA,6.446809968900001
Hispanic,All levels,Intentional drug poisoning,2019-09-30,2019-09-01,0.04139,0.01435,NA,NA,NA,NA,NA,6.4511770202
Hispanic,All levels,Intentional drug poisoning,2019-10-31,2019-10-01,0.04141,0.012830000000000001,NA,NA,NA,NA,NA,6.455587104
Hispanic,All levels,Intentional drug poisoning,2019-11-30,2019-11-01,0.04143,0.01571,NA,NA,NA,NA,NA,6.4599570066
Hispanic,All levels,Intentional drug poisoning,2019-12-31,2019-12-01,0.04145,0.01814,NA,NA,NA,NA,NA,6.464369568
Hispanic,All levels,Intentional drug poisoning,2020-01-31,2020-01-01,0.04147,0.02027,NA,NA,NA,NA,NA,6.4687833781999995
Hispanic,All levels,Intentional drug poisoning,2020-02-29,2020-02-01,0.04149,0.016960000000000003,NA,NA,NA,NA,NA,6.4731146274
Hispanic,All levels,Intentional drug poisoning,2020-03-31,2020-03-01,0.041510000000000005,0.011099999999999999,NA,NA,NA,NA,NA,6.477530894800001
Hispanic,All levels,Intentional drug poisoning,2020-04-30,2020-04-01,0.041530000000000004,0.009059999999999999,NA,NA,NA,NA,NA,6.481906465700001
Hispanic,All levels,Intentional drug poisoning,2020-05-31,2020-05-01,0.041550000000000004,0.01432,NA,NA,NA,NA,NA,6.4863252105
Hispanic,All levels,Intentional drug poisoning,2020-06-30,2020-06-01,0.04156,0.01694,NA,NA,NA,NA,NA,6.4891422428
Hispanic,All levels,Intentional drug poisoning,2020-07-31,2020-07-01,0.04158,0.01281,NA,NA,NA,NA,NA,6.493563153
Hispanic,All levels,Intentional drug poisoning,2020-08-31,2020-08-01,0.041600000000000005,0.01811,NA,NA,NA,NA,NA,6.497985312000001
Hispanic,All levels,Intentional drug poisoning,2020-09-30,2020-09-01,0.041620000000000004,0.020239999999999998,NA,NA,NA,NA,NA,6.502366683600001
Hispanic,All levels,Intentional drug poisoning,2020-10-31,2020-10-01,0.04164,0.01431,NA,NA,NA,NA,NA,6.5067913200000005
Hispanic,All levels,Intentional drug poisoning,2020-11-30,2020-11-01,0.04166,0.0128,NA,NA,NA,NA,NA,6.511175128600001
Hispanic,All levels,Methamphetamine,2016-01-31,2016-01-03,0.1935,0.03593999999999999,0,1.816,1.466,2.167,0,29.491389180000002
Hispanic,All levels,Methamphetamine,2016-02-29,2016-02-01,0.19702,0.032130000000000006,NA,NA,NA,NA,NA,30.042858706800004
Hispanic,All levels,Methamphetamine,2016-03-31,2016-03-01,0.20059000000000002,0.03211000000000001,NA,NA,NA,NA,NA,30.6035429076
Hispanic,All levels,Methamphetamine,2016-04-30,2016-04-01,0.20424000000000003,0.037630000000000004,NA,NA,NA,NA,NA,31.1764823544
Hispanic,All levels,Methamphetamine,2016-05-31,2016-05-01,0.20794000000000004,0.035859999999999996,NA,NA,NA,NA,NA,31.758179223400006
Hispanic,All levels,Methamphetamine,2016-06-30,2016-06-01,0.21172000000000002,0.039810000000000005,NA,NA,NA,NA,NA,32.352147718800005
Hispanic,All levels,Methamphetamine,2016-07-31,2016-07-01,0.21556000000000003,0.04669,NA,NA,NA,NA,NA,32.9737044784
Hispanic,All levels,Methamphetamine,2016-08-31,2016-08-01,0.21948000000000004,0.04025,NA,NA,NA,NA,NA,33.60992933280001
Hispanic,All levels,Methamphetamine,2016-09-30,2016-09-01,0.22346000000000002,0.03859,NA,NA,NA,NA,NA,34.2554593566
Hispanic,All levels,Methamphetamine,2016-10-31,2016-10-01,0.22752,0.03386,NA,NA,NA,NA,NA,34.915772073599996
Hispanic,All levels,Methamphetamine,2016-11-30,2016-11-01,0.23165,0.0396,NA,NA,NA,NA,NA,35.586948637
Hispanic,All levels,Methamphetamine,2016-12-31,2016-12-01,0.23586000000000001,0.03379,NA,NA,NA,NA,NA,36.273027330000005
Hispanic,All levels,Methamphetamine,2017-01-31,2017-01-01,0.24014000000000002,0.03951,NA,NA,NA,NA,NA,36.9712892122
Hispanic,All levels,Methamphetamine,2017-02-28,2017-02-01,0.24450000000000002,0.03372,NA,NA,NA,NA,NA,37.679361990000004
Hispanic,All levels,Methamphetamine,2017-03-31,2017-03-01,0.24894000000000005,0.034910000000000004,NA,NA,NA,NA,NA,38.40510398760001
Hispanic,All levels,Methamphetamine,2017-04-30,2017-04-01,0.25346,0.033650000000000006,NA,NA,NA,NA,NA,39.143320679400006
Hispanic,All levels,Methamphetamine,2017-05-31,2017-05-01,0.25806,0.04091,NA,NA,NA,NA,NA,39.8967495366
Hispanic,All levels,Methamphetamine,2017-06-30,2017-06-01,0.26274,0.040350000000000004,NA,NA,NA,NA,NA,40.662682850399996
Hispanic,All levels,Methamphetamine,2017-07-31,2017-07-01,0.26751,0.04702,NA,NA,NA,NA,NA,41.41504216800001
Hispanic,All levels,Methamphetamine,2017-08-31,2017-08-01,0.27237000000000006,0.0452,NA,NA,NA,NA,NA,42.18232049430001
Hispanic,All levels,Methamphetamine,2017-09-30,2017-09-01,0.27732000000000007,0.03873,NA,NA,NA,NA,NA,42.963587463600014
Hispanic,All levels,Methamphetamine,2017-10-31,2017-10-01,0.28235000000000005,0.03593,NA,NA,NA,NA,NA,43.75826982700001
Hispanic,All levels,Methamphetamine,2017-11-30,2017-11-01,0.28748000000000007,0.04327,NA,NA,NA,NA,NA,44.56850161680001
Hispanic,All levels,Methamphetamine,2017-12-31,2017-12-01,0.2927,0.04605,NA,NA,NA,NA,NA,45.393748302
Hispanic,All levels,Methamphetamine,2018-01-31,2018-01-01,0.29801000000000005,0.04512,NA,NA,NA,NA,NA,46.233524708500006
Hispanic,All levels,Methamphetamine,2018-02-28,2018-02-01,0.30342,0.045559999999999996,NA,NA,NA,NA,NA,47.0878013814
Hispanic,All levels,Methamphetamine,2018-03-31,2018-03-01,0.30893,0.04175,NA,NA,NA,NA,NA,47.9597637068
Hispanic,All levels,Methamphetamine,2018-04-30,2018-04-01,0.31454,0.04367000000000001,NA,NA,NA,NA,NA,48.847307104
Hispanic,All levels,Methamphetamine,2018-05-31,2018-05-01,0.32025,0.043660000000000004,NA,NA,NA,NA,NA,49.7515388475
Hispanic,All levels,Methamphetamine,2018-06-30,2018-06-01,0.32606,0.04772,NA,NA,NA,NA,NA,50.6713640818
Hispanic,All levels,Methamphetamine,2018-07-31,2018-07-01,0.33198,0.05682,NA,NA,NA,NA,NA,51.6013909752
Hispanic,All levels,Methamphetamine,2018-08-31,2018-08-01,0.33801,0.05065000000000001,NA,NA,NA,NA,NA,52.54921476449999
Hispanic,All levels,Methamphetamine,2018-09-30,2018-09-01,0.34414999999999996,0.04502,NA,NA,NA,NA,NA,53.51417553899999
Hispanic,All levels,Methamphetamine,2018-10-31,2018-10-01,0.3504,0.044079999999999994,NA,NA,NA,NA,NA,54.496965648
Hispanic,All levels,Methamphetamine,2018-11-30,2018-11-01,0.35675999999999997,0.042640000000000004,NA,NA,NA,NA,NA,55.49690062079999
Hispanic,All levels,Methamphetamine,2018-12-31,2018-12-01,0.36323999999999995,0.047670000000000004,NA,NA,NA,NA,NA,56.516253699599986
Hispanic,All levels,Methamphetamine,2019-01-31,2019-01-01,0.36983,0.04722,NA,NA,NA,NA,NA,57.553133213299994
Hispanic,All levels,Methamphetamine,2019-02-28,2019-02-01,0.37655,0.049350000000000005,NA,NA,NA,NA,NA,58.609517985
Hispanic,All levels,Methamphetamine,2019-03-31,2019-03-01,0.38338000000000005,0.04261000000000001,NA,NA,NA,NA,NA,59.684563895800004
Hispanic,All levels,Methamphetamine,2019-04-30,2019-04-01,0.39034,0.04849,NA,NA,NA,NA,NA,60.77988824080001
Hispanic,All levels,Methamphetamine,2019-05-31,2019-05-01,0.39743,0.051370000000000006,NA,NA,NA,NA,NA,61.896276781900006
Hispanic,All levels,Methamphetamine,2019-06-30,2019-06-01,0.40465,0.05095,NA,NA,NA,NA,NA,63.032953661
Hispanic,All levels,Methamphetamine,2019-07-31,2019-07-01,0.41199,0.052930000000000005,NA,NA,NA,NA,NA,64.18876298250001
Hispanic,All levels,Methamphetamine,2019-08-31,2019-08-01,0.41947000000000007,0.05881000000000001,NA,NA,NA,NA,NA,65.36725592590001
Hispanic,All levels,Methamphetamine,2019-09-30,2019-09-01,0.42709,0.05556,NA,NA,NA,NA,NA,66.5676055462
Hispanic,All levels,Methamphetamine,2019-10-31,2019-10-01,0.43484000000000006,0.048,NA,NA,NA,NA,NA,67.78912089600001
Hispanic,All levels,Methamphetamine,2019-11-30,2019-11-01,0.44273999999999997,0.04842,NA,NA,NA,NA,NA,69.0340662588
Hispanic,All levels,Methamphetamine,2019-12-31,2019-12-01,0.45078,0.05288,NA,NA,NA,NA,NA,70.3017735552
Hispanic,All levels,Methamphetamine,2020-01-31,2020-01-01,0.45896000000000003,0.05364000000000001,NA,NA,NA,NA,NA,71.5918210576
Hispanic,All levels,Methamphetamine,2020-02-29,2020-02-01,0.46729,0.05514,NA,NA,NA,NA,NA,72.9048381354
Hispanic,All levels,Methamphetamine,2020-03-31,2020-03-01,0.47578000000000004,0.052840000000000005,NA,NA,NA,NA,NA,74.2442700344
Hispanic,All levels,Methamphetamine,2020-04-30,2020-04-01,0.48441000000000006,0.05976,1,25.122,-11.473,76.846,0.19929,75.60559381290001
Hispanic,All levels,Methamphetamine,2020-05-31,2020-05-01,0.6061099999999999,0.06077,NA,NA,NA,NA,NA,94.61917144009999
Hispanic,All levels,Methamphetamine,2020-06-30,2020-06-01,0.7583799999999999,0.06748,NA,NA,NA,NA,NA,118.4127934094
Hispanic,All levels,Methamphetamine,2020-07-31,2020-07-01,0.9489000000000001,0.07816000000000002,2,-10.61,-19.156,-1.162,0.0294,148.190045115
Hispanic,All levels,Methamphetamine,2020-08-31,2020-08-01,0.8482200000000001,0.07709000000000002,NA,NA,NA,NA,NA,132.49329570540002
Hispanic,All levels,Methamphetamine,2020-09-30,2020-09-01,0.75822,0.06804,NA,NA,NA,NA,NA,118.4580602316
Hispanic,All levels,Methamphetamine,2020-10-31,2020-10-01,0.67777,0.06367,NA,NA,NA,NA,NA,105.91037350999999
Hispanic,All levels,Methamphetamine,2020-11-30,2020-11-01,0.60586,0.06366000000000001,NA,NA,NA,NA,NA,94.6918042106
Hispanic,All levels,Natural opioid,2016-01-31,2016-01-03,0.07898000000000001,0.01607,0,0.451,-0.007,0.911,0.05367,12.0373639144
Hispanic,All levels,Natural opioid,2016-02-29,2016-02-01,0.07933,0.01967,NA,NA,NA,NA,NA,12.0967413522
Hispanic,All levels,Natural opioid,2016-03-31,2016-03-01,0.07969000000000001,0.022709999999999998,NA,NA,NA,NA,NA,12.158115231600002
Hispanic,All levels,Natural opioid,2016-04-30,2016-04-01,0.08005,0.0262,NA,NA,NA,NA,NA,12.2193371155
Hispanic,All levels,Natural opioid,2016-05-31,2016-05-01,0.08041,0.02071,NA,NA,NA,NA,NA,12.2808271201
Hispanic,All levels,Natural opioid,2016-06-30,2016-06-01,0.08077000000000001,0.026180000000000002,NA,NA,NA,NA,NA,12.342164043300002
Hispanic,All levels,Natural opioid,2016-07-31,2016-07-01,0.08114,0.018490000000000003,NA,NA,NA,NA,NA,12.411794309600001
Hispanic,All levels,Natural opioid,2016-08-31,2016-08-01,0.0815,0.02065,NA,NA,NA,NA,NA,12.48045034
Hispanic,All levels,Natural opioid,2016-09-30,2016-09-01,0.08187,0.02063,NA,NA,NA,NA,NA,12.5503197777
Hispanic,All levels,Natural opioid,2016-10-31,2016-10-01,0.08224000000000001,0.02257,NA,NA,NA,NA,NA,12.620750243200002
Hispanic,All levels,Natural opioid,2016-11-30,2016-11-01,0.08261,0.024360000000000003,NA,NA,NA,NA,NA,12.6908604658
Hispanic,All levels,Natural opioid,2016-12-31,2016-12-01,0.08298,0.0172,NA,NA,NA,NA,NA,12.76153569
Hispanic,All levels,Natural opioid,2017-01-31,2017-01-01,0.08336,0.02154,NA,NA,NA,NA,NA,12.8338746928
Hispanic,All levels,Natural opioid,2017-02-28,2017-02-01,0.08373000000000001,0.02152,NA,NA,NA,NA,NA,12.903447768600001
Hispanic,All levels,Natural opioid,2017-03-31,2017-03-01,0.08411,0.02425,NA,NA,NA,NA,NA,12.9760315594
Hispanic,All levels,Natural opioid,2017-04-30,2017-04-01,0.08449000000000001,0.03037,NA,NA,NA,NA,NA,13.048288346100001
Hispanic,All levels,Natural opioid,2017-05-31,2017-05-01,0.08487,0.029639999999999996,NA,NA,NA,NA,NA,13.1211235107
Hispanic,All levels,Natural opioid,2017-06-30,2017-06-01,0.08525,0.02238,NA,NA,NA,NA,NA,13.193627590000002
Hispanic,All levels,Natural opioid,2017-07-31,2017-07-01,0.08564000000000001,0.02502,NA,NA,NA,NA,NA,13.258510752000001
Hispanic,All levels,Natural opioid,2017-08-31,2017-08-01,0.08602000000000001,0.02662,NA,NA,NA,NA,NA,13.322036967800003
Hispanic,All levels,Natural opioid,2017-09-30,2017-09-01,0.08641,0.02415,NA,NA,NA,NA,NA,13.3870027143
Hispanic,All levels,Natural opioid,2017-10-31,2017-10-01,0.0868,0.026600000000000002,NA,NA,NA,NA,NA,13.452161576
Hispanic,All levels,Natural opioid,2017-11-30,2017-11-01,0.08719000000000002,0.02326,NA,NA,NA,NA,NA,13.517210435400003
Hispanic,All levels,Natural opioid,2017-12-31,2017-12-01,0.08759000000000002,0.02325,NA,NA,NA,NA,NA,13.584005513400003
